P,S,Q,PF
638.002,659.245,166.005,-0.967776
637.554,659.083,167.077,-0.967336
636.322,657.883,167.047,-0.967226
635.679,657.118,166.481,-0.967375
634.273,655.933,167.17,-0.966978
634.212,655.735,166.624,-0.967177
634.282,655.717,166.287,-0.96731
633.992,655.53,166.654,-0.967144
633.243,654.751,166.44,-0.967151
632.946,654.464,166.44,-0.967122
633.333,654.845,166.469,-0.967149
633.329,654.708,165.943,-0.967346
633.715,655.351,167.003,-0.966986
633.289,654.872,166.738,-0.967043
633.17,654.726,166.617,-0.967077
633.606,655.204,166.84,-0.967036
633.642,655.169,166.568,-0.967142
633.681,655.33,167.051,-0.966964
633.072,654.741,167.05,-0.966905
632.642,654.134,166.297,-0.967145
632.402,653.992,166.655,-0.966987
632.652,654.143,166.295,-0.967147
632.246,653.984,167.215,-0.96676
631.812,653.529,167.074,-0.96677
631.048,652.702,166.725,-0.966825
631.239,652.967,167.042,-0.966724
632.001,653.59,166.595,-0.966969
631.505,653.38,167.654,-0.966519
630.955,652.732,167.196,-0.966638
630.501,652.201,166.836,-0.966729
630.691,652.401,166.9,-0.966723
630.885,652.432,166.289,-0.966974
630.708,652.498,167.215,-0.966605
630.131,651.876,166.968,-0.966641
